Production Date,State,Other,Sales,Waste,Total_Production,Waste_Ratio,Sales_Ratio
2017-09-01,KY,1097.0,7133.0,0.0,8230.0,0.0,0.8667071583632181
2017-10-01,KY,1528.0,7685.0,0.0,9213.0,0.0,0.834147391358435
2017-11-01,KY,1397.0,7337.0,0.0,8734.0,0.0,0.8400503682155901
2017-12-01,KY,1810.0,6933.0,0.0,8743.0,0.0,0.7929772298641516
2018-01-01,KY,1910.0,7745.0,0.0,9655.0,0.0,0.8021750305315896
2018-02-01,KY,1393.0,7415.0,0.0,8808.0,0.0,0.841848310151586
2018-03-01,KY,1787.0,7368.0,0.0,9155.0,0.0,0.8048061080851326
2018-04-01,KY,1660.0,7610.0,0.0,9270.0,0.0,0.8209277149845986
2018-05-01,KY,1594.0,7968.0,0.0,9562.0,0.0,0.8332984644080897
2018-06-01,KY,1631.0,8086.0,0.0,9717.0,0.0,0.8321498319218913
2018-07-01,KY,1636.0,8335.0,0.0,9971.0,0.0,0.8359241717388008
2018-08-01,KY,1715.0,8046.0,0.0,9761.0,0.0,0.8243007804087616
2018-09-01,KY,1590.0,7967.0,0.0,9557.0,0.0,0.8336297914237754
2018-10-01,KY,1684.0,8407.0,0.0,10091.0,0.0,0.8331186122969121
2018-11-01,KY,1667.0,6517.0,0.0,8184.0,0.0,0.7963098631926947
2018-12-01,KY,1817.0,8329.0,0.0,10146.0,0.0,0.8209146380749592
2019-01-01,KY,1943.0,9540.0,0.0,11483.0,0.0,0.830793339451421
2019-02-01,KY,1947.0,8635.0,0.0,10582.0,0.0,0.8160083082970299
2019-03-01,KY,1775.0,6062.0,0.0,7837.0,0.0,0.7735102619176948
2019-04-01,KY,1628.0,5663.0,0.0,7291.0,0.0,0.7767110029253737
2019-05-01,KY,1943.0,6814.0,0.0,8757.0,0.0,0.7781203519684784
2019-06-01,KY,1623.0,6529.0,0.0,8152.0,0.0,0.8009077428740463
2019-07-01,KY,1585.0,7289.0,0.0,8874.0,0.0,0.8213883161889981
2019-08-01,KY,1636.0,6184.0,0.0,7820.0,0.0,0.79079282876224
2019-09-01,KY,1515.0,6323.0,0.0,7838.0,0.0,0.8067108853443368
2019-10-01,KY,1864.0,6228.0,0.0,8092.0,0.0,0.7696490265737885
2019-11-01,KY,1549.0,7069.0,0.0,8618.0,0.0,0.8202599115773972
2019-12-01,KY,1625.0,6220.0,0.0,7845.0,0.0,0.7928616852407688
2020-01-01,KY,1582.0,6607.0,0.0,8189.0,0.0,0.8068140089533031
2020-02-01,KY,1483.0,7308.0,0.0,8791.0,0.0,0.831304734031342
2020-03-01,KY,1790.0,6035.0,0.0,7825.0,0.0,0.7712459965335975
2020-04-01,KY,1404.0,6594.0,0.0,7998.0,0.0,0.8244561037202287
2020-05-01,KY,1497.0,6749.0,0.0,8246.0,0.0,0.8184574239818406
2020-06-01,KY,1608.0,6174.0,0.0,7782.0,0.0,0.7933693036061513
2020-07-01,KY,1564.0,7155.0,0.0,8719.0,0.0,0.8206216215090995
2020-08-01,KY,1465.0,7124.0,0.0,8589.0,0.0,0.829432986035243
2020-09-01,KY,1266.0,6243.0,0.0,7509.0,0.0,0.8314023061472592
2020-10-01,KY,1518.0,7160.0,0.0,8678.0,0.0,0.8250748925435021
2020-11-01,KY,1465.0,6973.0,0.0,8438.0,0.0,0.826380649130355
2020-12-01,KY,1489.0,6571.0,0.0,8060.0,0.0,0.8152605357908121
2021-01-01,KY,1988.0,6000.0,0.0,7988.0,0.0,0.7511266806318643
2021-02-01,KY,1296.0,6487.0,0.0,7783.0,0.0,0.8334832219776022
2021-03-01,KY,1495.0,5864.0,0.0,7359.0,0.0,0.7968473869160567
2021-04-01,KY,1388.0,6427.0,0.0,7815.0,0.0,0.8223928237697655
2021-05-01,KY,1409.0,5223.0,0.0,6632.0,0.0,0.7875452233482324
2021-06-01,KY,1677.0,5521.0,0.0,7198.0,0.0,0.7670186056263044
2021-07-01,KY,1489.0,6856.0,0.0,8345.0,0.0,0.8215697924317581
2021-08-01,KY,1414.0,6206.0,0.0,7620.0,0.0,0.8144356848499253
2021-09-01,KY,1327.0,6761.0,0.0,8088.0,0.0,0.8359297621670405
2021-10-01,KY,1535.0,6403.0,0.0,7938.0,0.0,0.8066263440838203
2021-11-01,KY,1435.0,6496.0,0.0,7931.0,0.0,0.8190644203875372
2021-12-01,KY,1604.0,6359.0,0.0,7963.0,0.0,0.7985683687232403
2022-01-01,KY,1422.0,6094.0,0.0,7516.0,0.0,0.810803608158547
2022-02-01,KY,1274.0,6043.0,0.0,7317.0,0.0,0.8258849142287151
2022-03-01,KY,1375.0,5696.0,0.0,7071.0,0.0,0.8055437589372966
2022-04-01,KY,1345.0,6613.0,0.0,7958.0,0.0,0.8309876749059101
2022-05-01,KY,1368.0,6359.0,0.0,7727.0,0.0,0.8229584467068921
2022-06-01,KY,1371.0,5472.0,0.0,6843.0,0.0,0.7996492649474022
2022-07-01,KY,1386.0,4312.0,0.0,5698.0,0.0,0.7567567434756626
2022-08-01,KY,1506.0,7732.0,0.0,9238.0,0.0,0.836977691740878
2022-09-01,KY,1371.0,5574.0,0.0,6945.0,0.0,0.8025917811001904
2022-10-01,KY,1547.0,5033.0,0.0,6580.0,0.0,0.7648936053967537
2022-11-01,KY,1463.0,5393.0,0.0,6856.0,0.0,0.7866102569047512
2022-12-01,KY,1562.0,5339.0,0.0,6901.0,0.0,0.7736559806744532
2023-01-01,KY,1385.0,5176.0,0.0,6561.0,0.0,0.788904118443772
2023-02-01,KY,1261.0,5355.0,0.0,6616.0,0.0,0.8094014387938113
2023-03-01,KY,1591.0,5185.0,0.0,6776.0,0.0,0.7652006970897182
2023-04-01,KY,1302.0,4474.0,0.0,5776.0,0.0,0.77458447412423
2023-05-01,KY,1403.0,5289.0,0.0,6692.0,0.0,0.7903466707957759
2023-06-01,KY,1284.0,5651.0,0.0,6935.0,0.0,0.8148521872407759
2023-07-01,KY,1290.0,5537.0,0.0,6827.0,0.0,0.8110443707185532
2023-08-01,KY,1481.0,4504.0,0.0,5985.0,0.0,0.7525480241846613
2023-09-01,KY,1268.0,6703.0,0.0,7971.0,0.0,0.8409233365835738
2023-10-01,KY,1333.0,6202.0,0.0,7535.0,0.0,0.8230922253073361
2023-11-01,KY,1305.0,5938.0,0.0,7243.0,0.0,0.8198260276152695
2023-12-01,KY,1379.0,5664.0,0.0,7043.0,0.0,0.8042027430895535
2024-01-01,KY,1337.0,6831.0,0.0,8168.0,0.0,0.8363124285466157
2024-02-01,KY,1223.0,5916.0,0.0,7139.0,0.0,0.8286874796373794
2024-03-01,KY,1599.0,5072.0,0.0,6671.0,0.0,0.7603057898320223
2024-04-01,KY,1355.0,5768.0,0.0,7123.0,0.0,0.8097711524670623
2024-05-01,KY,1408.0,5469.0,0.0,6877.0,0.0,0.7952595492909764
2024-06-01,KY,1241.0,5179.0,0.0,6420.0,0.0,0.8066978067492553
2024-07-01,KY,1419.0,5710.0,0.0,7129.0,0.0,0.8009538392347617
2024-08-01,KY,1377.0,6058.0,0.0,7435.0,0.0,0.8147948780794233
2024-09-01,KY,1212.0,3215.0,0.0,4427.0,0.0,0.7262254184272551
2024-10-01,KY,1211.0,5564.0,0.0,6775.0,0.0,0.8212546004242863
2024-11-01,KY,1200.0,5246.0,0.0,6446.0,0.0,0.8138380264685382
2024-12-01,KY,1428.0,4327.0,0.0,5755.0,0.0,0.7518679278563348
2025-01-01,KY,1270.0,3107.0,0.0,4377.0,0.0,0.7098469109013728
2025-02-01,KY,1147.0,3238.0,0.0,4385.0,0.0,0.7384264369800128
2025-03-01,KY,1444.0,3054.0,0.0,4498.0,0.0,0.6789684153186213
2025-04-01,KY,1212.0,3231.0,0.0,4443.0,0.0,0.7272113273191239
2025-05-01,KY,1223.0,2171.0,0.0,3394.0,0.0,0.6396582015421861
2015-01-01,LA,279356.0,736308.0,1392.0,1017056.0,0.0013686561997206983,0.7239601358505373
2015-02-01,LA,244150.0,676126.0,773.0,921049.0,0.0008392604518500905,0.7340825514457882
2015-03-01,LA,248406.0,738071.0,1020.0,987497.0,0.0010329145302686576,0.7474159414410965
2015-04-01,LA,251410.0,763151.0,947.0,1015508.0,0.0009325381975393066,0.7514967877405696
2015-05-01,LA,395222.0,648370.0,1100.0,1044692.0,0.0010529419196229183,0.620632684023556
2015-06-01,LA,615780.0,628970.0,1167.0,1245917.0,0.0009366595045306661,0.5048249602096427
2015-07-01,LA,1297266.0,623088.0,6701.0,1927055.0,0.0034773268015973946,0.32333690526096365
2015-08-01,LA,1339586.0,630432.0,10329.0,1980347.0,0.005215752592590301,0.3183442093573326
2015-09-01,LA,1232388.0,593408.0,9264.0,1835060.0,0.005048336293906012,0.32337253276059785
2015-10-01,LA,638194.0,583914.0,8019.0,1230127.0,0.006518839111204059,0.47467781778022283
2015-11-01,LA,1184619.0,583174.0,8882.0,1776675.0,0.004999226082147876,0.32823898572737054
2015-12-01,LA,1088849.0,621506.0,7487.0,1717842.0,0.00435837521702471,0.361794623698699
2016-01-01,LA,397190.0,903252.0,3662.0,1304104.0,0.0028080582528074403,0.6926226742121316
2016-02-01,LA,381695.0,962764.0,4369.0,1348828.0,0.0032391083219477125,0.7137781836739912
2016-03-01,LA,385310.0,767146.0,1743.0,1154199.0,0.0015101381996076811,0.6646566146163134
2016-04-01,LA,178416.0,665416.0,1720.0,845552.0,0.0020341741250645526,0.7869604706999735
2016-05-01,LA,189324.0,639572.0,2058.0,830954.0,0.002476671391860841,0.7696840016692039
2016-06-01,LA,177270.0,594436.0,2504.0,774210.0,0.0032342646047927226,0.7677968508844116
2016-07-01,LA,197754.0,581861.0,1568.0,781183.0,0.0020072121382560537,0.7448459578940088
2016-08-01,LA,201559.0,576964.0,1333.0,779856.0,0.0017092899199712141,0.7398340205448398
2016-09-01,LA,207722.0,565716.0,2524.0,775962.0,0.0032527366026618913,0.7290511647826761
2016-10-01,LA,231825.0,577508.0,1559.0,810892.0,0.0019225741526710618,0.7121885527650799
2016-11-01,LA,218412.0,626361.0,1576.0,846349.0,0.001862115982666475,0.74007413008817
2016-12-01,LA,219850.0,661713.0,1604.0,883167.0,0.001816191048599394,0.7492501417343209
2017-01-01,LA,211060.0,673555.0,2346.0,886961.0,0.0026449866451123574,0.7593964108050527
2017-02-01,LA,108652.0,675191.0,1370.0,785213.0,0.001744749513603984,0.8598826049925457
2017-03-01,LA,104015.0,742813.0,1632.0,848460.0,0.001923484901831143,0.8754838176371917
2017-04-01,LA,196120.0,602284.0,1887.0,800291.0,0.002357892316375182,0.752581248476794
2017-05-01,LA,197441.0,603071.0,1508.0,802020.0,0.001880252362549531,0.7519401011506023
2017-06-01,LA,199255.0,604231.0,2622.0,806108.0,0.0032526658954814165,0.7495658149094705
2017-07-01,LA,199975.0,585359.0,1895.0,787229.0,0.0024071775808046734,0.7435688979009197
2017-08-01,LA,90954.0,747085.0,2728.0,840767.0,0.0032446563669548574,0.8885755505522249
2017-09-01,LA,82864.0,920777.0,1908.0,1005549.0,0.0018974709335997082,0.9156958038926303
2017-10-01,LA,71215.0,947651.0,3446.0,1022312.0,0.0033707909128161666,0.9269684791994061
2017-11-01,LA,77136.0,1029469.0,3488.0,1110093.0,0.0031420790867844333,0.9273718507433726
2017-12-01,LA,76395.0,993864.0,2935.0,1073194.0,0.0027348270673582943,0.9260804662599603
2018-01-01,LA,135352.0,834316.0,2762.0,972430.0,0.00284030727118247,0.857970239414871
2018-02-01,LA,73191.0,797984.0,3400.0,874575.0,0.0038876025493653947,0.9124248919861162
2018-03-01,LA,178442.0,912781.0,2830.0,1094053.0,0.0025867119780680907,0.8343115003720741
2018-04-01,LA,215513.0,866344.0,2198.0,1084055.0,0.0020275724015822467,0.7991697837472111
2018-05-01,LA,253993.0,925448.0,2870.0,1182311.0,0.0024274492919014157,0.7827449798925371
2018-06-01,LA,221475.0,862424.0,4401.0,1088300.0,0.004043921712391443,0.7924506109719331
2018-07-01,LA,195463.0,857035.0,2143.0,1054641.0,0.002031971068635491,0.8126319761120009
2018-08-01,LA,144868.0,827706.0,2415.0,974989.0,0.0024769510217574815,0.8489388084533325
2018-09-01,LA,117857.0,811237.0,1971.0,931065.0,0.0021169306114914715,0.871300070255965
2018-10-01,LA,153345.0,829353.0,2746.0,985444.0,0.0027865611843203106,0.8416033786961408
2018-11-01,LA,123210.0,754290.0,2970.0,880470.0,0.003373198405014004,0.8566901767400719
2018-12-01,LA,133154.0,812817.0,2834.0,948805.0,0.002986915119230304,0.8566744482947841
2019-01-01,LA,131916.0,818173.0,7296.0,957385.0,0.007620758628177718,0.8545914129786251
2019-02-01,LA,112745.0,861752.0,2332.0,976829.0,0.0023873165106290542,0.8821933008866247
2019-03-01,LA,102243.0,1373130.0,3213.0,1478586.0,0.0021730220628240074,0.9286778042718734
2019-04-01,LA,104885.0,1487469.0,2560.0,1594914.0,0.0016051022185769826,0.9326327312361272
2019-05-01,LA,100463.0,1835008.0,2758.0,1938229.0,0.0014229484750551689,0.9467446828549803
2019-06-01,LA,110810.0,1785974.0,2802.0,1899586.0,0.0014750582494567207,0.9401911784493994
2019-07-01,LA,105241.0,1872060.0,2802.0,1980103.0,0.0014150779024416872,0.9454356666827213
2019-08-01,LA,109983.0,1795421.0,2936.0,1908340.0,0.0015385099090550682,0.9408286782784604
2019-09-01,LA,103121.0,1609269.0,2779.0,1715169.0,0.0016202485001990913,0.938256813122307
2019-10-01,LA,106029.0,1565806.0,3062.0,1674897.0,0.0018281721203257171,0.9348670395293043
2019-11-01,LA,107247.0,2075004.0,6380.0,2188631.0,0.002915064256929786,0.9480830710636886
2019-12-01,LA,104404.0,2446093.0,8805.0,2559302.0,0.0034403911690202883,0.9557656735721004
2020-01-01,LA,97907.0,2332524.0,9964.0,2440395.0,0.004082945588559109,0.955797729426761
2020-02-01,LA,87208.0,2163409.0,9924.0,2260541.0,0.004390099537925209,0.9570315247121362
2020-03-01,LA,85111.0,2274113.0,8921.0,2368145.0,0.003767083518797748,0.960292971884733
2020-04-01,LA,87321.0,2112008.0,6414.0,2205743.0,0.0029078636993109417,0.9575041153499069
2020-05-01,LA,84237.0,2007536.0,3505.0,2095278.0,0.001672809049602353,0.9581239338666218
2020-06-01,LA,82537.0,1891985.0,3201.0,1977723.0,0.0016185279737547407,0.9566481250935217
2020-07-01,LA,86681.0,1777630.0,2705.0,1867016.0,0.0014488360034703056,0.952123602531948
2020-08-01,LA,74892.0,1700720.0,2650.0,1778262.0,0.0014902191014884072,0.9563945019937222
2020-09-01,LA,67015.0,1307264.0,1808.0,1376087.0,0.0013138704165278888,0.949986447008802
2020-10-01,LA,72624.0,1417335.0,2302.0,1492261.0,0.001542625586171412,0.9497902846117542
2020-11-01,LA,79827.0,1386169.0,2286.0,1468282.0,0.0015569216266659318,0.9440754568302222
2020-12-01,LA,89000.0,1396403.0,2233.0,1487636.0,0.0015010392326146287,0.9386724977791158
2021-01-01,LA,84193.0,1299986.0,3246.0,1387425.0,0.002339585923394808,0.9369774942114364
2021-02-01,LA,75311.0,1051206.0,3290.0,1129807.0,0.002912001784117818,0.9304297104788313
2021-03-01,LA,450429.0,896388.0,4056.0,1350873.0,0.003002502825728066,0.6635620076303573
2021-04-01,LA,440159.0,950379.0,4843.0,1395381.0,0.0034707366659377805,0.6810892508439567
2021-05-01,LA,452402.0,994464.0,2509.0,1449375.0,0.0017310909873751725,0.6861329883097105
2021-06-01,LA,428198.0,1612241.0,2701.0,2043140.0,0.0013219847880555427,0.7890996211327124
2021-07-01,LA,412740.0,1606749.0,2747.0,2022236.0,0.0013583973383245874,0.7945407953970486
2021-08-01,LA,431490.0,1506504.0,2513.0,1940507.0,0.0012950223832588585,0.7763455632586563
2021-09-01,LA,411631.0,1406586.0,3093.0,1821310.0,0.001698228198291437,0.7722935688722791
2021-10-01,LA,429128.0,1481719.0,3338.0,1914185.0,0.0017438230891087421,0.7740730388769073
2021-11-01,LA,419596.0,1510849.0,2539.0,1932984.0,0.0013135132002482423,0.7816148503670173
2021-12-01,LA,439138.0,1537841.0,2943.0,1979922.0,0.0014864221923143223,0.776717971678848
2022-01-01,LA,426329.0,1480703.0,2915.0,1909947.0,0.0015262203610086446,0.775258685148056
2022-02-01,LA,390623.0,1246567.0,6284.0,1643474.0,0.00382360779642248,0.7584951145708119
2022-03-01,LA,577870.0,1578071.0,3417.0,2159358.0,0.0015824147732065544,0.7308056375677028
2022-04-01,LA,572748.0,3878578.0,3366.0,4454692.0,0.0007556077950898602,0.8706725403042305
2022-05-01,LA,614960.0,5565724.0,679.0,6181363.0,0.00010984632353560459,0.9004040047332538
2022-06-01,LA,560196.0,5282212.0,385.0,5842793.0,6.58931439113812e-05,0.9040559882764279
2022-07-01,LA,510415.0,6158594.0,450.0,6669459.0,6.747173946091472e-05,0.9234023329190059
2022-08-01,LA,541540.0,5726820.0,949.0,6269309.0,0.00015137234422244345,0.913469092033692
2022-09-01,LA,501015.0,4169371.0,309.0,4670695.0,6.615717789180931e-05,0.8926660807247602
2022-10-01,LA,480571.0,5142727.0,304.0,5623602.0,5.405787962850042e-05,0.9144898589744707
2022-11-01,LA,524960.0,6134805.0,378.0,6660143.0,5.675553813098675e-05,0.9211221140308681
2022-12-01,LA,500724.0,6120258.0,450.0,6621432.0,6.796112985728826e-05,0.9243103304402385
2023-01-01,LA,488592.0,5854427.0,260.0,6343279.0,4.0988264901465185e-05,0.9229338643165005
2023-02-01,LA,467994.0,5009560.0,118.0,5477672.0,2.1541998133120385e-05,0.9145417980318182
2023-03-01,LA,513881.0,6113936.0,187.0,6628004.0,2.8213622079464444e-05,0.9224399985135429
2023-04-01,LA,490779.0,5685936.0,49.0,6176764.0,7.932956479996112e-06,0.9205363844090444
2023-05-01,LA,509215.0,5486834.0,37.0,5996086.0,6.170692014654715e-06,0.9150692635009726
2023-06-01,LA,496398.0,5528230.0,539.0,6025167.0,8.945810132583117e-05,0.9175231159415578
2023-07-01,LA,560442.0,6008717.0,1032.0,6570191.0,0.0001570730592130872,0.9145422104027944
2023-08-01,LA,488418.0,5589975.0,1397.0,6079790.0,0.00022977767323822406,0.9194355396992423
2023-09-01,LA,561248.0,5773718.0,655.0,6335621.0,0.00010338370934588128,0.9113105092474548
2023-10-01,LA,518186.0,5821677.0,384.0,6340247.0,6.056546377356331e-05,0.9182098110543926
2023-11-01,LA,468625.0,5488832.0,444.0,5957901.0,7.452288985542856e-05,0.9212694202048461
2023-12-01,LA,485163.0,5826336.0,616.0,6312115.0,9.759011044479402e-05,0.9230402170916874
2024-01-01,LA,491175.0,5511186.0,744.0,6003105.0,0.00012393586318873423,0.9180559060533166
2024-02-01,LA,496383.0,5124556.0,158.0,5621097.0,2.810839236490478e-05,0.9116647515438416
2024-03-01,LA,490641.0,4987814.0,148.0,5478603.0,2.701418591515001e-05,0.9104171263931623
2024-04-01,LA,465444.0,4551539.0,181.0,5017164.0,3.6076157764903116e-05,0.9071935858403833
2024-05-01,LA,486324.0,4396545.0,362.0,4883231.0,7.413124629831906e-05,0.9003352493277436
2024-06-01,LA,450988.0,3860215.0,201.0,4311404.0,4.6620544025876015e-05,0.8953498674469998
2024-07-01,LA,467907.0,3830192.0,134.0,4298233.0,3.1175601694203744e-05,0.8911085089875047
2024-08-01,LA,443187.0,3513879.0,738.0,3957804.0,0.00018646704080883068,0.8878355269516167
2024-09-01,LA,415814.0,3236166.0,376.0,3652356.0,0.00010294724829389723,0.8860488955379474
2024-10-01,LA,439514.0,3438348.0,364.0,3878226.0,9.385734611407748e-05,0.8865775227929839
2024-11-01,LA,416385.0,3375510.0,890.0,3792785.0,0.0002346560640733747,0.889981899820581
2024-12-01,LA,433299.0,3658810.0,293.0,4092402.0,7.15960944190821e-05,0.8940495092883336
2025-01-01,LA,412657.0,3463556.0,308.0,3876521.0,7.945268450552821e-05,0.8934702017377574
2025-02-01,LA,406233.0,2946365.0,1159.0,3353757.0,0.0003455825809578457,0.8785266791577766
2025-03-01,LA,405144.0,3103621.0,744.0,3509509.0,0.0002119954671661479,0.8843462147871869
2025-04-01,LA,377262.0,2808231.0,64.0,3185557.0,2.0090678018943293e-05,0.8815510128721116
2025-05-01,LA,399119.0,2756191.0,218.0,3155528.0,6.908511031849234e-05,0.8734484371276868
2015-01-01,MI,89524.0,36821.0,0.0,126345.0,0.0,0.2914321894088154
2015-02-01,MI,85041.0,30551.0,0.0,115592.0,0.0,0.26430029736980043
2015-03-01,MI,95488.0,33590.0,0.0,129078.0,0.0,0.2602302481753434
2015-04-01,MI,87116.0,32345.0,0.0,119461.0,0.0,0.2707578203172937
2015-05-01,MI,91165.0,35298.0,0.0,126463.0,0.0,0.2791172119282974
2015-06-01,MI,88336.0,35048.0,0.0,123384.0,0.0,0.2840562793522205
2015-07-01,MI,92360.0,35464.0,0.0,127824.0,0.0,0.2774439852629835
2015-08-01,MI,93805.0,37162.0,0.0,130967.0,0.0,0.28375086832274476
2015-09-01,MI,87040.0,35629.0,0.0,122669.0,0.0,0.2904482792796482
2015-10-01,MI,89110.0,35924.0,0.0,125034.0,0.0,0.28731385040283935
2015-11-01,MI,86636.0,35013.0,0.0,121649.0,0.0,0.2878198749781586
2015-12-01,MI,87370.0,35865.0,0.0,123235.0,0.0,0.2910293339627303
2016-01-01,MI,61165.0,59576.0,3.0,120744.0,2.4845955057935833e-05,0.4934075395105284
2016-02-01,MI,77843.0,32570.0,3.0,110416.0,2.716997534128208e-05,0.29497536562185245
2016-03-01,MI,81140.0,36460.0,0.0,117600.0,0.0,0.3100340133418078
2016-04-01,MI,78238.0,35278.0,0.0,113516.0,0.0,0.3107755732136654
2016-05-01,MI,81889.0,35808.0,0.0,117697.0,0.0,0.30423885034942366
2016-06-01,MI,79007.0,35214.0,0.0,114221.0,0.0,0.30829707294779674
2016-07-01,MI,82063.0,32665.0,0.0,114728.0,0.0,0.284716895365807
2016-08-01,MI,81610.0,35989.0,0.0,117599.0,0.0,0.3060315136131842
2016-09-01,MI,72791.0,34352.0,0.0,107143.0,0.0,0.3206182388764378
2016-10-01,MI,74747.0,36910.0,0.0,111657.0,0.0,0.33056592929187967
2016-11-01,MI,78996.0,35541.0,0.0,114537.0,0.0,0.31030147436173333
2016-12-01,MI,79814.0,35961.0,0.0,115775.0,0.0,0.31061109884637345
2017-01-01,MI,78193.0,31641.0,1874.0,111708.0,0.016775879957768573,0.2832473947405312
2017-02-01,MI,70239.0,28799.0,1604.0,100642.0,0.015937680077961803,0.28615289810799377
2017-03-01,MI,77133.0,32012.0,1777.0,110922.0,0.016020266479129238,0.28859919557112274
2017-04-01,MI,75461.0,30683.0,1674.0,107818.0,0.015526164447934329,0.28458142398803404
2017-05-01,MI,80399.0,30752.0,1751.0,112902.0,0.015509025512826145,0.2723778141464475
2017-06-01,MI,75445.0,32342.0,1744.0,109531.0,0.015922432903997558,0.29527713588365195
2017-07-01,MI,77295.0,29576.0,1816.0,108687.0,0.01670852998361485,0.27212086057015017
2017-08-01,MI,75850.0,28435.0,1818.0,106103.0,0.017134294018892684,0.267994307165684
2017-09-01,MI,72251.0,32428.0,1805.0,106484.0,0.01695090340619163,0.3045340142138406
2017-10-01,MI,74324.0,33056.0,1786.0,109166.0,0.01636040523939651,0.3028049023479793
2017-11-01,MI,70244.0,30681.0,1630.0,102555.0,0.01589391056906644,0.2991663007175015
2017-12-01,MI,72020.0,31583.0,1689.0,105292.0,0.016041104722067104,0.29995631168563963
2018-01-01,MI,73864.0,31343.0,1744.0,106951.0,0.016306532882996386,0.2930594381604104
2018-02-01,MI,66686.0,27621.0,1538.0,95845.0,0.016046742118997606,0.28818404685879906
2018-03-01,MI,72284.0,26563.0,1738.0,100585.0,0.017278918310604047,0.26408510188985923
2018-04-01,MI,68783.0,24997.0,1630.0,95410.0,0.017084163067724385,0.26199559767110825
2018-05-01,MI,71697.0,25672.0,1639.0,99008.0,0.016554217824262463,0.2592921781479353
2018-06-01,MI,71049.0,25442.0,1626.0,98117.0,0.01657205171726403,0.2593026689979283
2018-07-01,MI,71936.0,26288.0,1688.0,99912.0,0.01689486746647563,0.26311153789023184
2018-08-01,MI,70917.0,30885.0,2758.0,104560.0,0.026377199668728767,0.2953806424106918
2018-09-01,MI,73450.0,32167.0,2687.0,108304.0,0.024809794629182858,0.2970065738135188
2018-10-01,MI,72522.0,31091.0,2702.0,106315.0,0.02541504018678922,0.29244227033584885
2018-11-01,MI,69786.0,29662.0,2638.0,102086.0,0.02584095759865118,0.29055894021652434
2018-12-01,MI,72044.0,30519.0,2896.0,105459.0,0.02746090895280544,0.2893920857495405
2019-01-01,MI,70110.0,26155.0,2729.0,98994.0,0.027567327284918956,0.2642079315269532
2019-02-01,MI,58761.0,22684.0,2481.0,83926.0,0.02956175675051622,0.2702857275811003
2019-03-01,MI,67585.0,24343.0,2784.0,94712.0,0.029394374493839876,0.2570212853101811
2019-04-01,MI,65060.0,23592.0,2480.0,91132.0,0.027213273024609057,0.2588772327405552
2019-05-01,MI,65664.0,25163.0,2588.0,93415.0,0.02770433011004193,0.26936787424999425
2019-06-01,MI,60545.0,25649.0,2439.0,88633.0,0.027517967317457415,0.28938431477058846
2019-07-01,MI,66800.0,25263.0,2580.0,94643.0,0.027260336182009934,0.2669294081264019
2019-08-01,MI,71103.0,23786.0,0.0,94889.0,0.0,0.2506718373566253
2019-09-01,MI,69895.0,21768.0,0.0,91663.0,0.0,0.23747858979361508
2019-10-01,MI,72457.0,25569.0,0.0,98026.0,0.0,0.26083896082586355
2019-11-01,MI,67066.0,23907.0,0.0,90973.0,0.0,0.26279225675443013
2019-12-01,MI,67026.0,23791.0,0.0,90817.0,0.0,0.2619663716463147
2020-01-01,MI,63105.0,22198.0,0.0,85303.0,0.0,0.260225314162192
2020-02-01,MI,63959.0,21354.0,0.0,85313.0,0.0,0.25030182943947366
2020-03-01,MI,66869.0,21936.0,0.0,88805.0,0.0,0.24701311835255546
2020-04-01,MI,59483.0,20950.0,0.0,80433.0,0.0,0.2604652316083383
2020-05-01,MI,60784.0,21446.0,0.0,82230.0,0.0,0.2608050586637419
2020-06-01,MI,60469.0,21167.0,0.0,81636.0,0.0,0.259285118992497
2020-07-01,MI,72314.0,21655.0,0.0,93969.0,0.0,0.23044833910071583
2020-08-01,MI,66599.0,21112.0,0.0,87711.0,0.0,0.24069956990491548
2020-09-01,MI,56905.0,21056.0,0.0,77961.0,0.0,0.2700837594821978
2020-10-01,MI,59930.0,21117.0,0.0,81047.0,0.0,0.26055251858729805
2020-11-01,MI,58238.0,20145.0,0.0,78383.0,0.0,0.25700725889924186
2020-12-01,MI,58813.0,20752.0,0.0,79565.0,0.0,0.26081819862902256
2021-01-01,MI,57216.0,20366.0,0.0,77582.0,0.0,0.26250934461278475
2021-02-01,MI,52418.0,18299.0,0.0,70717.0,0.0,0.2587638046597511
2021-03-01,MI,58552.0,20163.0,0.0,78715.0,0.0,0.2561519402195872
2021-04-01,MI,58859.0,19688.0,0.0,78547.0,0.0,0.2506524752687531
2021-05-01,MI,60275.0,19546.0,0.0,79821.0,0.0,0.24487290281395507
2021-06-01,MI,57522.0,19273.0,0.0,76795.0,0.0,0.2509668594948019
2021-07-01,MI,57577.0,19707.0,0.0,77284.0,0.0,0.25499456516873537
2021-08-01,MI,60204.0,19848.0,0.0,80052.0,0.0,0.24793883944443756
2021-09-01,MI,56405.0,19175.0,0.0,75580.0,0.0,0.25370468344310043
2021-10-01,MI,58801.0,20368.0,0.0,79169.0,0.0,0.2572724169090522
2021-11-01,MI,58532.0,19921.0,0.0,78453.0,0.0,0.2539227304833177
2021-12-01,MI,60251.0,19263.0,0.0,79514.0,0.0,0.24225922448592796
2022-01-01,MI,57500.0,19506.0,0.0,77006.0,0.0,0.2533049369486729
2022-02-01,MI,47772.0,16857.0,0.0,64629.0,0.0,0.26082718244003905
